,Open,High,Low,Close,Volume,Date
2014-08-12 13:30:00,57.0,57.0,55.0,55.5,611000.0,2014-08-12 13:30:00
2014-08-13 13:30:00,55.6,55.9,55.3,55.3,338000.0,2014-08-13 13:30:00
2014-08-14 13:30:00,55.3,56.3,55.3,55.7,264000.0,2014-08-14 13:30:00
2014-08-15 13:30:00,55.5,55.9,55.3,55.7,198000.0,2014-08-15 13:30:00
2014-08-18 13:30:00,55.1,55.6,53.4,53.6,377000.0,2014-08-18 13:30:00
2014-08-19 13:30:00,54.2,54.8,54.0,54.5,211000.0,2014-08-19 13:30:00
2014-08-20 13:30:00,54.9,55.9,54.2,55.1,274000.0,2014-08-20 13:30:00
2014-08-21 13:30:00,55.3,55.4,54.0,54.4,172000.0,2014-08-21 13:30:00
2014-08-22 13:30:00,54.6,55.9,54.6,55.0,227000.0,2014-08-22 13:30:00
2014-08-25 13:30:00,55.4,56.2,55.4,56.0,262000.0,2014-08-25 13:30:00
2014-08-26 13:30:00,56.0,56.8,55.8,56.2,260000.0,2014-08-26 13:30:00
2014-08-27 13:30:00,56.6,58.0,56.3,57.5,486000.0,2014-08-27 13:30:00
2014-08-28 13:30:00,58.0,58.3,57.2,57.4,153000.0,2014-08-28 13:30:00
2014-08-29 13:30:00,57.9,58.1,57.4,57.6,216000.0,2014-08-29 13:30:00
2014-09-01 13:30:00,57.6,58.9,57.6,58.0,302000.0,2014-09-01 13:30:00
2014-09-02 13:30:00,57.8,58.4,56.8,56.9,207000.0,2014-09-02 13:30:00
2014-09-03 13:30:00,56.9,57.6,56.0,56.3,221000.0,2014-09-03 13:30:00
2014-09-04 13:30:00,56.3,56.7,56.1,56.3,72000.0,2014-09-04 13:30:00
2014-09-05 13:30:00,56.4,56.7,56.0,56.4,48000.0,2014-09-05 13:30:00
2014-09-09 13:30:00,56.6,58.8,56.6,57.9,331000.0,2014-09-09 13:30:00
2014-09-10 13:30:00,57.3,57.6,56.8,57.0,156000.0,2014-09-10 13:30:00
2014-09-11 13:30:00,55.7,56.5,55.3,56.0,293000.0,2014-09-11 13:30:00
2014-09-12 13:30:00,56.0,56.1,55.0,55.3,181000.0,2014-09-12 13:30:00
2014-09-15 13:30:00,54.5,55.2,54.3,55.0,92000.0,2014-09-15 13:30:00
2014-09-16 13:30:00,54.8,55.8,54.8,55.3,115000.0,2014-09-16 13:30:00
2014-09-17 13:30:00,59.1,59.1,59.1,59.1,475000.0,2014-09-17 13:30:00
2014-09-18 13:30:00,62.4,63.0,61.2,63.0,2574000.0,2014-09-18 13:30:00
2014-09-19 13:30:00,64.3,64.4,63.2,63.5,1125000.0,2014-09-19 13:30:00
2014-09-22 13:30:00,63.5,63.5,60.5,61.5,867000.0,2014-09-22 13:30:00
2014-09-23 13:30:00,61.6,63.4,60.5,60.5,905000.0,2014-09-23 13:30:00
2014-09-24 13:30:00,60.5,61.3,60.3,60.5,343000.0,2014-09-24 13:30:00
2014-09-25 13:30:00,60.9,61.2,58.8,58.9,347000.0,2014-09-25 13:30:00
2014-09-26 13:30:00,58.6,59.4,58.0,58.8,192000.0,2014-09-26 13:30:00
2014-09-29 13:30:00,58.9,59.5,58.9,59.1,125000.0,2014-09-29 13:30:00
2014-09-30 13:30:00,59.0,59.7,58.1,59.7,219000.0,2014-09-30 13:30:00
2014-10-01 13:30:00,59.9,60.2,59.4,59.7,138000.0,2014-10-01 13:30:00
2014-10-02 13:30:00,59.1,60.0,59.0,59.5,133000.0,2014-10-02 13:30:00
2014-10-03 13:30:00,59.5,60.8,59.5,60.2,224000.0,2014-10-03 13:30:00
2014-10-06 13:30:00,60.6,60.9,59.4,59.4,166000.0,2014-10-06 13:30:00
2014-10-07 13:30:00,59.2,59.4,58.5,58.5,148000.0,2014-10-07 13:30:00
2014-10-08 13:30:00,58.0,58.9,58.0,58.1,88000.0,2014-10-08 13:30:00
2014-10-09 13:30:00,58.3,58.9,56.5,56.6,326000.0,2014-10-09 13:30:00
2014-10-13 13:30:00,53.5,54.8,53.1,54.0,350000.0,2014-10-13 13:30:00
2014-10-14 13:30:00,54.0,54.5,54.0,54.3,198000.0,2014-10-14 13:30:00
2014-10-15 13:30:00,54.3,54.7,52.3,52.5,399000.0,2014-10-15 13:30:00
2014-10-16 13:30:00,50.1,51.8,50.1,51.4,469000.0,2014-10-16 13:30:00
2014-10-17 13:30:00,51.6,52.6,50.2,50.2,504000.0,2014-10-17 13:30:00
2014-10-20 13:30:00,50.9,51.8,50.5,50.8,218000.0,2014-10-20 13:30:00
2014-10-21 13:30:00,50.8,51.7,50.6,51.3,134000.0,2014-10-21 13:30:00
2014-10-22 13:30:00,52.4,52.4,51.3,52.0,170000.0,2014-10-22 13:30:00
2014-10-23 13:30:00,51.7,51.7,51.0,51.0,97000.0,2014-10-23 13:30:00
2014-10-24 13:30:00,51.3,51.3,50.2,50.2,186000.0,2014-10-24 13:30:00
2014-10-27 13:30:00,50.5,50.5,46.7,46.7,749000.0,2014-10-27 13:30:00
2014-10-28 13:30:00,47.0,48.0,46.75,47.7,373000.0,2014-10-28 13:30:00
2014-10-29 13:30:00,48.0,51.0,48.0,51.0,462000.0,2014-10-29 13:30:00
2014-10-30 13:30:00,50.8,50.8,50.1,50.2,222000.0,2014-10-30 13:30:00
2014-10-31 13:30:00,50.8,51.5,50.5,51.5,145000.0,2014-10-31 13:30:00
2014-11-03 13:30:00,51.8,52.2,51.2,51.2,231000.0,2014-11-03 13:30:00
2014-11-04 13:30:00,51.3,51.9,51.1,51.2,102000.0,2014-11-04 13:30:00
2014-11-05 13:30:00,51.2,51.8,51.2,51.8,171000.0,2014-11-05 13:30:00
2014-11-06 13:30:00,51.9,52.3,50.0,50.6,166000.0,2014-11-06 13:30:00
2014-11-07 13:30:00,50.6,51.3,50.6,50.8,174000.0,2014-11-07 13:30:00
2014-11-10 13:30:00,51.3,51.5,50.5,50.9,143000.0,2014-11-10 13:30:00
2014-11-11 13:30:00,50.9,51.1,50.7,50.9,115000.0,2014-11-11 13:30:00
2014-11-12 13:30:00,50.9,51.0,50.2,50.7,125000.0,2014-11-12 13:30:00
2014-11-13 13:30:00,50.7,51.5,50.2,50.5,198000.0,2014-11-13 13:30:00
2014-11-14 13:30:00,50.3,51.3,50.3,50.6,165000.0,2014-11-14 13:30:00
2014-11-17 13:30:00,50.3,51.0,50.3,50.3,153000.0,2014-11-17 13:30:00
2014-11-18 13:30:00,50.3,50.4,47.1,47.8,316000.0,2014-11-18 13:30:00
2014-11-19 13:30:00,47.2,48.9,47.2,48.9,178000.0,2014-11-19 13:30:00
2014-11-20 13:30:00,50.4,52.3,50.0,51.5,1115000.0,2014-11-20 13:30:00
2014-11-21 13:30:00,53.0,53.0,51.3,51.4,609000.0,2014-11-21 13:30:00
2014-11-24 13:30:00,51.5,51.9,50.0,50.0,359000.0,2014-11-24 13:30:00
2014-11-25 13:30:00,49.65,51.2,49.6,50.3,935000.0,2014-11-25 13:30:00
2014-11-26 13:30:00,51.1,51.1,49.85,49.85,258000.0,2014-11-26 13:30:00
2014-11-27 13:30:00,50.3,50.3,49.6,49.6,284000.0,2014-11-27 13:30:00
2014-11-28 13:30:00,49.7,50.3,49.2,49.65,195000.0,2014-11-28 13:30:00
2014-12-01 13:30:00,48.5,49.5,48.0,49.1,223000.0,2014-12-01 13:30:00
2014-12-02 13:30:00,49.1,49.9,48.7,49.45,173000.0,2014-12-02 13:30:00
2014-12-03 13:30:00,49.95,51.5,49.8,51.1,544000.0,2014-12-03 13:30:00
2014-12-04 13:30:00,51.5,52.3,50.9,50.9,566000.0,2014-12-04 13:30:00
2014-12-05 13:30:00,50.9,51.8,50.7,51.0,176000.0,2014-12-05 13:30:00
2014-12-08 13:30:00,51.4,51.4,50.6,50.6,194000.0,2014-12-08 13:30:00
2014-12-09 13:30:00,50.6,51.5,50.6,51.0,192000.0,2014-12-09 13:30:00
2014-12-10 13:30:00,50.6,53.8,50.4,53.2,1157000.0,2014-12-10 13:30:00
2014-12-11 13:30:00,53.9,56.8,53.8,55.9,3257000.0,2014-12-11 13:30:00
2014-12-12 13:30:00,56.5,56.5,55.1,55.5,1078000.0,2014-12-12 13:30:00
2014-12-15 13:30:00,55.2,56.4,55.2,55.6,771000.0,2014-12-15 13:30:00
2014-12-16 13:30:00,55.9,56.0,53.4,53.5,712000.0,2014-12-16 13:30:00
2014-12-17 13:30:00,53.8,54.3,53.2,53.6,375000.0,2014-12-17 13:30:00
2014-12-18 13:30:00,54.4,54.4,52.8,52.8,277000.0,2014-12-18 13:30:00
2014-12-19 13:30:00,53.4,53.9,51.6,51.6,561000.0,2014-12-19 13:30:00
2014-12-22 13:30:00,51.7,52.7,51.7,52.2,222000.0,2014-12-22 13:30:00
2014-12-23 13:30:00,52.9,53.0,52.2,52.2,198000.0,2014-12-23 13:30:00
2014-12-24 13:30:00,52.5,52.8,52.3,52.3,245000.0,2014-12-24 13:30:00
2014-12-25 13:30:00,52.9,55.9,52.6,55.9,1034000.0,2014-12-25 13:30:00
2014-12-26 13:30:00,56.6,57.2,55.5,56.6,2235000.0,2014-12-26 13:30:00
2014-12-29 13:30:00,58.0,58.0,56.2,56.3,706000.0,2014-12-29 13:30:00
2014-12-30 13:30:00,56.9,56.9,55.1,55.7,515000.0,2014-12-30 13:30:00
2014-12-31 13:30:00,55.7,57.3,55.7,56.5,512000.0,2014-12-31 13:30:00
2015-01-05 13:30:00,56.5,57.0,56.0,56.7,270000.0,2015-01-05 13:30:00
2015-01-06 13:30:00,56.0,56.5,55.2,55.5,281000.0,2015-01-06 13:30:00
2015-01-07 13:30:00,55.9,57.8,55.5,56.6,895000.0,2015-01-07 13:30:00
2015-01-08 13:30:00,60.5,60.5,59.8,60.5,1087000.0,2015-01-08 13:30:00
2015-01-09 13:30:00,61.0,61.3,59.5,60.3,2174000.0,2015-01-09 13:30:00
2015-01-12 13:30:00,61.0,62.5,59.2,59.2,2363000.0,2015-01-12 13:30:00
2015-01-13 13:30:00,59.2,63.3,59.0,63.3,3574000.0,2015-01-13 13:30:00
2015-01-14 13:30:00,63.3,66.1,63.2,64.1,3509000.0,2015-01-14 13:30:00
2015-01-15 13:30:00,64.5,64.9,62.6,63.0,1500000.0,2015-01-15 13:30:00
2015-01-16 13:30:00,64.0,64.1,61.3,61.9,1209000.0,2015-01-16 13:30:00
2015-01-19 13:30:00,63.1,63.3,60.1,60.8,981000.0,2015-01-19 13:30:00
2015-01-20 13:30:00,61.2,65.0,61.0,65.0,2485000.0,2015-01-20 13:30:00
2015-01-21 13:30:00,66.3,67.6,64.3,64.7,2778000.0,2015-01-21 13:30:00
2015-01-22 13:30:00,65.0,65.2,64.1,64.5,1026000.0,2015-01-22 13:30:00
2015-01-23 13:30:00,65.3,67.5,65.1,66.5,3328000.0,2015-01-23 13:30:00
2015-01-26 13:30:00,66.6,67.2,65.8,66.6,1246000.0,2015-01-26 13:30:00
2015-01-27 13:30:00,66.7,70.6,66.7,69.9,3575000.0,2015-01-27 13:30:00
2015-01-28 13:30:00,69.9,70.2,68.4,68.4,1359000.0,2015-01-28 13:30:00
2015-01-29 13:30:00,68.0,71.5,68.0,68.9,3003000.0,2015-01-29 13:30:00
2015-01-30 13:30:00,69.9,70.2,66.8,66.9,1875000.0,2015-01-30 13:30:00
2015-02-02 13:30:00,66.1,67.3,63.6,64.8,1876000.0,2015-02-02 13:30:00
