3017,奇鋐
2421,建準
2308,台達電
2382,廣達
2317,鴻海
2474,可成
8163,達方
3105,穩懋
2455,全新
2313,華通
3189,景碩
6456,GIS-KY
3008,大立光
3406,玉晶光
2360,致茂
