Date,Open,High,Low,Close,Adj Close,Volume
2016-04-25,24.500000,24.500000,24.000000,24.100000,21.772881,326000
2016-04-26,23.950001,24.400000,23.950001,24.299999,21.953568,303000
2016-04-27,24.299999,24.299999,24.200001,24.200001,21.863226,157000
2016-04-28,24.100000,24.400000,24.100000,24.100000,21.772881,161000
2016-04-29,24.000000,24.100000,23.700001,24.049999,21.727709,214000
2016-05-03,24.100000,24.100000,23.250000,23.299999,21.050129,367000
2016-05-04,23.299999,23.299999,22.950001,23.000000,20.779099,139000
2016-05-05,23.000000,23.049999,22.850000,23.000000,20.779099,151000
2016-05-06,23.000000,23.200001,23.000000,23.100000,20.869442,129000
2016-05-09,23.100000,23.100000,22.799999,22.799999,20.598410,188000
2016-05-10,22.799999,23.250000,22.799999,23.049999,20.824270,91000
2016-05-11,23.100000,23.200001,23.000000,23.049999,20.824270,121000
2016-05-12,23.250000,23.750000,23.200001,23.400000,21.140474,189000
2016-05-13,23.400000,23.400000,22.799999,23.200001,20.959787,243000
2016-05-16,22.900000,23.100000,22.799999,22.900000,20.688753,239000
2016-05-17,22.900000,23.250000,22.799999,23.250000,21.004957,119000
2016-05-18,23.250000,23.500000,22.900000,23.299999,21.050129,187000
2016-05-19,23.299999,23.299999,22.850000,23.000000,20.779099,125000
2016-05-20,22.900000,22.950001,22.799999,22.799999,20.598410,83000
2016-05-23,23.000000,23.250000,22.900000,23.100000,20.869442,114000
2016-05-24,23.150000,23.400000,22.950001,23.150000,20.914614,99000
2016-05-25,23.400000,23.450001,23.150000,23.299999,21.050129,94000
2016-05-26,23.450001,23.450001,23.200001,23.200001,20.959787,88000
2016-05-27,23.400000,23.500000,23.400000,23.500000,21.230818,92000
2016-05-30,23.850000,23.850000,23.450001,23.500000,21.230818,77000
2016-05-31,23.500000,23.500000,23.150000,23.200001,20.959787,114000
2016-06-01,23.150000,24.299999,23.150000,23.799999,21.501848,696000
2016-06-02,23.549999,24.100000,23.549999,23.799999,21.501848,223000
2016-06-03,23.600000,23.700001,23.200001,23.500000,21.230818,270000
2016-06-04,null,null,null,null,null,null
2016-06-06,23.650000,23.650000,23.049999,23.100000,20.869442,141000
2016-06-07,23.100000,23.299999,23.100000,23.200001,20.959787,56000
2016-06-08,23.400000,23.650000,23.400000,23.500000,21.230818,275000
2016-06-13,23.400000,23.400000,23.100000,23.100000,20.869442,80000
2016-06-14,23.100000,23.350000,23.100000,23.250000,21.004957,48000
2016-06-15,23.250000,23.400000,23.100000,23.100000,20.869442,74000
2016-06-16,23.200001,23.200001,22.950001,23.049999,20.824270,191000
2016-06-17,23.200001,23.200001,22.799999,23.000000,20.779099,206000
2016-06-20,23.150000,23.250000,23.000000,23.000000,20.779099,293000
2016-06-21,23.000000,23.250000,23.000000,23.200001,20.959787,76000
2016-06-22,23.299999,23.299999,23.049999,23.200001,20.959787,234000
2016-06-23,23.200001,23.200001,23.000000,23.200001,20.959787,85000
2016-06-24,23.100000,23.150000,22.200001,22.400000,20.237036,220000
2016-06-27,22.000000,22.900000,22.000000,22.900000,20.688753,79000
2016-06-28,22.799999,23.000000,22.750000,23.000000,20.779099,44000
2016-06-29,23.100000,23.100000,22.900000,22.900000,20.688753,104000
2016-06-30,23.100000,23.100000,22.799999,22.900000,20.688753,217000
2016-07-01,22.950001,23.049999,22.950001,23.000000,20.779099,166000
2016-07-04,23.100000,23.350000,23.100000,23.299999,21.050129,110000
2016-07-05,23.350000,23.350000,23.049999,23.299999,21.050129,131000
2016-07-06,23.299999,23.299999,23.000000,23.100000,20.869442,116000
2016-07-07,23.100000,23.400000,23.000000,23.400000,21.140474,82000
2016-07-08,null,null,null,null,null,null
2016-07-11,23.500000,23.650000,23.400000,23.500000,21.230818,177000
2016-07-12,23.600000,23.700001,23.500000,23.549999,21.275990,105000
2016-07-13,23.250000,23.700001,23.250000,23.600000,21.321163,69000
2016-07-14,23.500000,23.600000,23.450001,23.600000,21.321163,92000
2016-07-15,23.450001,23.650000,23.450001,23.650000,21.366333,204000
2016-07-18,23.799999,24.799999,23.600000,24.250000,21.908398,395000
2016-07-19,23.850000,24.200001,23.850000,23.850000,21.547022,116000
2016-07-20,23.650000,24.850000,23.650000,24.850000,22.450462,561000
2016-07-21,24.900000,25.150000,24.650000,24.650000,22.269773,519000
2016-07-22,24.700001,24.750000,24.500000,24.600000,22.224602,162000
2016-07-25,24.600000,24.750000,24.299999,24.450001,22.089087,259000
2016-07-26,24.450001,24.600000,24.400000,24.400000,22.043913,104000
2016-07-27,24.600000,24.799999,24.299999,24.299999,21.953568,170000
2016-07-28,24.400000,24.400000,24.200001,24.350000,21.998741,98000
2016-07-29,24.350000,24.600000,24.299999,24.600000,22.224602,91000
2016-08-01,24.600000,25.049999,24.549999,24.750000,22.360117,548000
2016-08-02,24.750000,24.950001,24.700001,24.950001,22.540804,186000
2016-08-03,24.500000,24.950001,24.500000,24.850000,22.450462,147000
2016-08-04,24.750000,24.900000,24.600000,24.900000,22.495632,151000
2016-08-05,24.900000,25.299999,24.750000,25.200001,22.766665,645000
2016-08-08,25.700001,27.700001,25.700001,27.700001,25.025261,9770000
2016-08-09,28.200001,28.549999,26.600000,26.600000,24.031479,5455000
2016-08-10,27.200001,27.549999,26.799999,26.799999,24.212166,1669000
2016-08-11,26.799999,27.350000,26.500000,27.049999,24.438026,1089000
2016-08-12,27.299999,27.400000,26.350000,26.450001,23.895964,1133000
2016-08-15,26.500000,26.799999,26.450001,26.500000,23.941133,498000
2016-08-16,26.500000,26.799999,26.400000,26.450001,23.895964,493000
2016-08-17,26.750000,26.750000,26.500000,26.650000,24.076651,518000
2016-08-18,26.799999,27.350000,26.799999,27.000000,24.392855,826000
2016-08-19,27.450001,27.450001,26.500000,26.549999,23.986305,1453000
2016-08-22,24.750000,24.850000,24.400000,24.650000,23.603291,624000
2016-08-23,24.400000,24.799999,24.400000,24.799999,23.746922,253000
2016-08-24,24.700001,24.700001,24.200001,24.250000,23.220276,402000
2016-08-25,24.100000,25.299999,24.100000,25.299999,24.225689,546000
2016-08-26,25.100000,25.250000,24.799999,24.799999,23.746922,322000
2016-08-29,24.850000,25.100000,24.600000,24.700001,23.651169,379000
2016-08-30,24.900000,24.950001,24.500000,24.799999,23.746922,491000
2016-08-31,24.600000,24.850000,24.600000,24.600000,23.555414,315000
2016-09-01,24.650000,25.150000,24.650000,25.000000,23.938429,312000
2016-09-02,25.100000,25.150000,24.799999,24.900000,23.842676,291000
2016-09-05,25.000000,25.100000,24.850000,24.900000,23.842676,231000
2016-09-06,25.000000,25.000000,24.799999,24.950001,23.890553,171000
2016-09-07,24.900000,25.000000,24.700001,24.799999,23.746922,210000
2016-09-08,24.750000,25.150000,24.650000,24.799999,23.746922,182000
2016-09-09,24.799999,25.000000,24.799999,24.850000,23.794800,198000
2016-09-10,null,null,null,null,null,null
2016-09-12,24.600000,24.750000,24.350000,24.600000,23.555414,227000
2016-09-13,24.549999,24.600000,24.250000,24.350000,23.316031,232000
2016-09-14,24.200001,24.450001,24.000000,24.000000,22.980892,362000
2016-09-19,24.350000,24.350000,24.000000,24.100000,23.076647,134000
2016-09-20,24.250000,24.400000,24.100000,24.400000,23.363907,117000
2016-09-21,24.400000,24.750000,24.299999,24.650000,23.603291,133000
2016-09-22,24.700001,24.799999,24.400000,24.549999,23.507538,100000
2016-09-23,24.700001,24.700001,24.400000,24.450001,23.411785,103000
2016-09-26,24.500000,24.500000,24.200001,24.400000,23.363907,53000
2016-09-27,24.400000,24.400000,24.400000,24.400000,23.363907,0
2016-09-28,24.400000,24.400000,24.400000,24.400000,23.363907,0
2016-09-29,24.350000,24.400000,24.200001,24.299999,23.268152,130000
2016-09-30,24.150000,24.450001,24.150000,24.450001,23.411785,84000
2016-10-03,24.450001,24.500000,24.250000,24.450001,23.411785,106000
2016-10-04,24.500000,24.500000,24.350000,24.400000,23.363907,82000
2016-10-05,24.400000,24.600000,24.400000,24.450001,23.411785,119000
2016-10-06,24.450001,24.549999,24.400000,24.500000,23.459661,169000
2016-10-07,24.600000,24.600000,24.450001,24.450001,23.411785,116000
2016-10-11,24.700001,24.700001,24.450001,24.500000,23.459661,192000
2016-10-12,24.500000,24.500000,24.450001,24.450001,23.411785,82000
2016-10-13,24.450001,24.600000,24.450001,24.549999,23.507538,189000
2016-10-14,24.450001,24.549999,24.150000,24.200001,23.172400,170000
2016-10-17,24.200001,24.450001,24.200001,24.200001,23.172400,75000
2016-10-18,24.200001,24.250000,24.049999,24.049999,23.028769,140000
2016-10-19,24.049999,24.400000,24.000000,24.150000,23.124523,117000
2016-10-20,24.100000,24.200001,24.049999,24.200001,23.172400,45000
2016-10-21,24.150000,24.350000,24.100000,24.200001,23.172400,43000
2016-10-24,24.100000,24.400000,24.100000,24.400000,23.363907,113000
2016-10-25,24.299999,24.350000,24.200001,24.299999,23.268152,82000
2016-10-26,24.400000,24.400000,24.250000,24.250000,23.220276,87000
2016-10-27,24.200001,24.250000,24.100000,24.100000,23.076647,86000
2016-10-28,24.049999,24.150000,24.049999,24.150000,23.124523,34000
2016-10-31,24.150000,24.299999,24.000000,24.100000,23.076647,165000
2016-11-01,24.100000,24.200001,24.049999,24.150000,23.124523,45000
2016-11-02,24.049999,24.200001,24.000000,24.100000,23.076647,95000
2016-11-03,23.950001,23.950001,23.799999,23.850000,22.837261,207000
2016-11-04,23.500000,23.700001,23.200001,23.350000,22.358494,284000
2016-11-07,23.350000,23.500000,23.350000,23.400000,22.406370,63000
2016-11-08,23.549999,23.549999,22.650000,22.900000,21.927601,143000
2016-11-09,23.250000,23.250000,22.049999,22.150000,21.209448,184000
2016-11-10,22.200001,22.549999,22.150000,22.500000,21.544586,131000
2016-11-11,22.100000,22.400000,22.049999,22.049999,21.113693,83000
2016-11-14,22.150000,22.299999,22.150000,22.250000,21.305202,69000
2016-11-15,22.100000,22.299999,22.100000,22.299999,21.353079,38000
2016-11-16,22.299999,22.450001,22.299999,22.299999,21.353079,33000
2016-11-17,22.350000,22.450001,22.299999,22.450001,21.496710,58000
2016-11-18,22.250000,22.549999,22.250000,22.549999,21.592463,60000
2016-11-21,22.549999,22.700001,22.500000,22.600000,21.640341,93000
2016-11-22,22.600000,22.700001,22.549999,22.700001,21.736095,52000
2016-11-23,22.650000,22.700001,22.500000,22.500000,21.544586,127000
2016-11-24,22.400000,22.799999,22.400000,22.600000,21.640341,75000
2016-11-25,22.600000,22.700001,22.600000,22.700001,21.736095,32000
2016-11-28,22.700001,22.799999,22.700001,22.799999,21.831846,17000
2016-11-29,22.799999,22.900000,22.799999,22.799999,21.831846,47000
2016-11-30,22.600000,22.799999,22.600000,22.700001,21.736095,48000
2016-12-01,22.799999,22.900000,22.700001,22.850000,21.879725,65000
2016-12-02,22.750000,22.850000,22.700001,22.850000,21.879725,35000
2016-12-05,22.850000,22.850000,22.700001,22.799999,21.831846,28000
2016-12-06,23.049999,23.049999,22.850000,22.850000,21.879725,77000
