Date,Open,High,Low,Close,Adj Close,Volume
2016-05-16,21.700001,22.150000,21.350000,21.799999,20.269867,224000
2016-05-17,21.799999,22.650000,21.799999,22.600000,21.013716,431000
2016-05-18,22.600000,22.750000,22.250000,22.500000,20.920734,180000
2016-05-19,22.500000,22.500000,21.950001,22.049999,20.502319,207000
2016-05-20,22.100000,22.400000,21.900000,22.000000,20.455830,167000
2016-05-23,22.350000,23.450001,22.150000,23.250000,21.618093,622000
2016-05-24,23.500000,23.799999,23.200001,23.299999,21.664583,370000
2016-05-25,23.500000,24.000000,23.500000,23.549999,21.897036,402000
2016-05-26,23.600000,23.750000,23.299999,23.400000,21.757565,183000
2016-05-27,23.799999,23.799999,23.299999,23.400000,21.757565,203000
2016-05-30,23.400000,23.650000,23.299999,23.350000,21.711075,191000
2016-05-31,23.350000,24.200001,23.350000,23.400000,21.757565,544000
2016-06-01,23.549999,23.650000,23.100000,23.150000,21.525112,455000
2016-06-02,23.250000,23.500000,22.799999,22.900000,21.292658,398000
2016-06-03,23.000000,23.100000,22.600000,22.750000,21.153187,241000
2016-06-04,null,null,null,null,null,null
2016-06-06,23.049999,23.900000,23.049999,23.549999,21.897036,775000
2016-06-07,24.049999,25.450001,23.700001,23.950001,22.268961,3455000
2016-06-08,24.250000,26.299999,24.100000,25.900000,24.082090,5181000
2016-06-13,25.200001,25.200001,24.500000,24.600000,22.873337,1875000
2016-06-14,24.650000,26.200001,24.650000,25.750000,23.942617,2175000
2016-06-15,25.700001,26.100000,25.299999,25.799999,23.989109,1546000
2016-06-16,25.900000,26.900000,25.600000,26.350000,24.500505,3766000
2016-06-17,26.549999,26.850000,25.700001,26.049999,24.221561,1788000
2016-06-20,26.450001,26.700001,25.900000,26.049999,24.221561,1808000
2016-06-21,26.350000,26.350000,25.350000,25.549999,23.756655,953000
2016-06-22,25.400000,25.900000,25.000000,25.200001,23.431223,1055000
2016-06-23,25.400000,25.400000,24.900000,25.000000,23.245260,739000
2016-06-24,25.000000,25.000000,23.400000,24.049999,22.361940,1902000
2016-06-27,23.150000,24.250000,23.150000,23.850000,23.138062,1141000
2016-06-28,23.700001,24.299999,23.500000,24.250000,23.526119,393000
2016-06-29,24.600000,24.600000,24.150000,24.200001,23.477613,642000
2016-06-30,24.400000,25.000000,24.200001,24.549999,23.817163,964000
2016-07-01,24.799999,24.900000,24.150000,24.250000,23.526119,612000
2016-07-04,24.350000,25.900000,24.100000,25.450001,24.690300,1612000
2016-07-05,25.450001,26.150000,25.450001,26.100000,25.320896,2368000
2016-07-06,25.900000,25.900000,25.350000,25.549999,24.787313,1689000
2016-07-07,25.600000,25.950001,25.000000,25.100000,24.350748,901000
2016-07-08,null,null,null,null,null,null
2016-07-11,25.100000,25.400000,24.650000,24.750000,24.011194,942000
2016-07-12,24.750000,25.000000,24.500000,24.650000,23.914179,478000
2016-07-13,24.850000,25.250000,24.600000,24.850000,24.108210,329000
2016-07-14,25.000000,25.100000,24.600000,24.650000,23.914179,441000
2016-07-15,24.900000,25.100000,24.600000,24.600000,23.865673,417000
2016-07-18,24.549999,24.799999,24.299999,24.350000,23.623135,628000
2016-07-19,24.350000,26.750000,24.350000,26.450001,25.660450,4115000
2016-07-20,26.200001,26.700001,25.799999,26.200001,25.417912,2230000
2016-07-21,26.500000,27.500000,25.700001,25.950001,25.175375,2228000
2016-07-22,26.100000,26.299999,25.400000,25.450001,24.690300,659000
2016-07-25,25.700001,25.900000,25.100000,25.150000,24.399254,451000
2016-07-26,25.299999,25.450001,24.850000,25.200001,24.447763,854000
2016-07-27,25.450001,25.900000,25.350000,25.350000,24.593285,731000
2016-07-28,25.350000,25.500000,24.950001,25.100000,24.350748,439000
2016-07-29,25.100000,25.400000,25.049999,25.100000,24.350748,325000
2016-08-01,25.350000,26.100000,25.200001,25.850000,25.078360,892000
2016-08-02,25.850000,25.950001,25.600000,25.600000,24.835821,410000
2016-08-03,25.500000,25.500000,25.150000,25.250000,24.496269,359000
2016-08-04,25.600000,25.900000,25.049999,25.900000,25.126865,618000
2016-08-05,26.150000,26.900000,26.150000,26.200001,25.417912,1952000
2016-08-08,26.200001,26.600000,25.950001,26.200001,25.417912,559000
2016-08-09,26.200001,26.500000,25.850000,26.150000,25.369404,675000
2016-08-10,26.799999,28.750000,26.799999,28.750000,27.891792,3657000
2016-08-11,29.100000,30.150000,28.350000,28.500000,27.649254,16358000
2016-08-12,28.650000,29.150000,28.350000,29.000000,28.134329,3756000
2016-08-15,29.400000,29.600000,28.750000,29.299999,28.425373,3237000
2016-08-16,30.000000,32.200001,29.850000,32.200001,31.238808,15924000
2016-08-17,32.400002,35.099998,32.400002,34.150002,33.130600,19335000
2016-08-18,33.599998,35.000000,33.450001,34.799999,33.761192,7655000
2016-08-19,34.799999,35.500000,34.000000,34.200001,33.179108,8338000
2016-08-22,34.200001,34.200001,32.650002,33.049999,32.063435,4086000
