Date,Open,High,Low,Close,Adj Close,Volume
2016-04-25,19.676701,19.874001,19.430099,19.726000,18.254116,679305
2016-04-26,19.775400,20.021900,19.627399,19.874001,18.391073,523166
2016-04-27,19.874001,19.874001,18.443800,18.690399,17.295788,5222537
2016-04-28,18.443800,18.789101,17.753401,17.950701,16.611284,4753107
2016-04-29,17.901400,18.295900,17.654800,18.148001,16.793861,2480984
2016-05-03,17.753401,18.394501,17.753401,18.049299,16.702524,1217679
2016-05-04,18.049299,18.394501,17.950701,18.148001,16.793861,1513735
2016-05-05,18.246599,18.591801,17.950701,18.542500,17.158924,1440735
2016-05-06,18.542500,18.542500,18.148001,18.148001,16.793861,1426540
2016-05-09,18.148001,18.394501,17.901400,18.246599,16.885103,1105138
2016-05-10,18.394501,18.542500,18.197300,18.345200,16.976345,832402
2016-05-11,18.345200,18.394501,18.049299,18.197300,16.839481,1531985
2016-05-12,18.098600,18.246599,17.802799,17.802799,16.474417,1322110
2016-05-13,17.654800,17.654800,16.027399,16.076700,14.877113,8129354
2016-05-16,16.125999,16.372601,15.830100,16.372601,15.150935,2977789
2016-05-17,16.372601,16.569901,16.224701,16.471300,15.242270,2054137
2016-05-18,16.274000,16.471300,16.076700,16.372601,15.150935,1637429
2016-05-19,16.471300,16.569901,16.274000,16.274000,15.059692,938860
2016-05-20,16.372601,16.421900,16.076700,16.274000,15.059692,959138
2016-05-23,16.224701,17.211000,16.224701,17.211000,15.926777,2085568
2016-05-24,17.260300,17.457600,16.915100,16.915100,15.652955,1418429
2016-05-25,17.161699,17.358900,17.013700,17.211000,15.926777,1422485
2016-05-26,17.309601,17.457600,17.013700,17.063000,15.789819,766499
2016-05-27,17.161699,17.408199,17.112301,17.260300,15.972397,1113249
2016-05-30,17.506901,17.654800,17.112301,17.211000,15.926777,928721
2016-05-31,17.260300,17.457600,17.211000,17.260300,15.972397,1100068
2016-06-01,17.260300,17.654800,17.211000,17.556200,16.246218,1288652
2016-06-02,17.654800,17.704100,17.161699,17.211000,15.926777,1018957
2016-06-03,17.408199,17.408199,16.964399,17.063000,15.789819,821249
2016-06-04,null,null,null,null,null,null
2016-06-06,17.260300,17.358900,16.865801,16.915100,15.652955,942916
2016-06-07,17.013700,17.211000,16.964399,17.161699,15.881154,1054444
2016-06-08,17.211000,17.211000,16.964399,17.013700,15.744198,540402
2016-06-13,16.915100,16.915100,16.175400,16.274000,15.059692,1582679
2016-06-14,16.323299,16.569901,16.323299,16.471300,15.242270,539388
2016-06-15,16.569901,16.569901,16.372601,16.421900,15.196556,530263
2016-06-16,16.421900,16.520599,16.125999,16.175400,14.968449,791847
2016-06-17,16.274000,16.372601,16.175400,16.224701,15.014071,907430
2016-06-20,16.372601,16.471300,16.323299,16.421900,15.196556,591097
2016-06-21,16.471300,16.668501,16.421900,16.569901,15.333513,531277
2016-06-22,16.717800,16.717800,16.520599,16.569901,15.333513,583999
2016-06-23,16.668501,16.717800,16.471300,16.619200,15.379133,349791
2016-06-24,16.717800,16.717800,15.780800,16.175400,14.968449,1449860
2016-06-27,16.027399,16.175400,15.928800,16.076700,14.877113,726958
2016-06-28,16.076700,16.224701,15.879500,16.125999,14.922734,26361
2016-06-29,16.274000,16.372601,16.175400,16.274000,15.059692,530263
2016-06-30,16.471300,16.569901,16.323299,16.421900,15.196556,829360
2016-07-01,16.520599,16.717800,16.421900,16.520599,15.287890,868902
